,고유번호,상호명,신주소,Latitude,Longitude,전화번호,TAG,dis_diff,Time,distance
432,19540,위안부 기억의터,04628 서울중구퇴계로26가길 6 (예장동) 서울종합방재센터,37.559905,126.990346,NA,"위안부,일본군위안부기억의터,남산공원, 기억의터,위안부기억의터,남산",0.014708727,14,2.6
433,19552,(주)남산서울타워 한복문화 체험관,04340 서울 용산구 용산동2가 산 1-11,37.5511694,126.9882266,02-318-5088,"한복체험,서울,문화체험,서울타워,남산,남산서울타워-한복문화-체험관,N서울타워,한복,서울여행",0.020367074,48,7
434,19558,템플스테이 통합정보센터,03145 서울 종로구 우정국로 56 (견지동) 템플스테이 종합정보센터 1층,37.5738835,126.9831643,02-2031-2000,"전통문화체험,템플스테이,체험,사찰,템플스테이-홍보관,불교,인사동",0.006080602,7,1.1
435,19656,성균관대학교 600주년기념관,"03063 서울 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",37.588227,126.993606,02-760-0114,"명륜당,성균관, 대학로,성균관대학교, 혜화역",0.02379708,22,4.3
436,19924,뮤지엄김치간,03149 서울 종로구 인사동길 35-4 (관훈동),37.5739134,126.985153,02-6002-6256,"김치전시,안국역,김치,김치박물관,김치체험관,종각역,김치만들기,뮤지엄김치간",0.007577022,7,1.2
437,19968,라인프렌즈 플래그십 스토어 이태원점,"04405 서울 용산구 이태원로 200 (이태원동, 이태원로200)",37.5374411,126.992182,02-790-0901,"이태원라인스토어, 캐릭터테마숍,라인스토어,캐릭터,이태원역,장난감,라인프렌즈스토어,라인프렌즈",0.034510617,35,6.2
439,20025,너드온어스 (Nerd on earth),04351 서울 용산구 이태원로17길 22 (이태원동),37.5288374,126.9948774,02-798-2221,"아이돌,이태원nerd,2AM,한류,임슬옹,너드온어스,한류스타운영명소, 바, 이태원,K-Pop, 너드바",0.043500491,35,6
440,20029,SMT펜트하우스,06013 서울 강남구 압구정로79길 58 (청담동),37.5253425,127.052,02-6240-9300,"한류,강남,SM엔터테인먼트, EXO,SMT SEOUL, K-Pop,SM, 샤이니, 엑소, 소녀시대, 다이닝닝바, 아이돌, 청담",0.08517424,52,15.3
442,20033,하하&김종국의 401정육식당 홍대본점,04043 서울 마포구 잔다리로 23 (서교동),37.5507121,126.9201884,02-325-0805,"한류스타운영명소,401,K-Star, 오겹살, 하하, 합정,한류,런닝맨,연예인, 목살, 홍대,무한도전, 마포",0.06178482,34,7.1
443,20034,아티지,06017 서울 강남구 언주로168길 7 (신사동),37.5265283,127.0342092,02-549-5482,"강남, 유재석, 연예인, 시아준수, 편집숍, 압구정,아티지, 지성,한류, K-Star,패션",0.069812866,59,17.7
447,20040,두레한식당,05551 서울 송파구 올림픽로 300 (신천동) 롯데백화점 에비뉴엘 월드파타워점 6F,37.5129907,127.1027322,02-3213-2638,"한류, 한식당, K-Pop, 아이돌, 트와이스, 잠실,롯데월드타워, 정연, 공승연,두레,한류스타운영명소",0.135891818,64,19.4
448,20041,이영애화장품 삼청동하우스,03053 서울 종로구 삼청로 67 리아네이처,37.5816287,126.9810336,02-732-2833 / 제품문의 1899-6838 (10시 ~ 18시),"삼청동, 대장금, 리아네이처, 이영애, 쇼핑,연예인,한류, 안국역, K-Star, 화장품,K-Beauty",0.012410804,11,1.8
450,20048,에이바이봄 1호점,06016 서울 강남구 선릉로152길 30 (청담동),37.524223,127.0412991,02-516-8765,"K-Beaut, 안투라지,한류, 압구정로데오, 뷰티, 전시, 네일, 연예인, 헤어, 메이크업, 산다라박, 웨딩, 제시카, K-Star, 에이바이봄, 미용실,한예슬,The K2, 강남",0.07686711,58,16.2
451,20050,자비시주얼리,"06017 서울 강남구 압구정로42길 36 (신사동, 금광아크존1) 1층",37.5265308,127.034518,02-555-8049,"목걸이,팔찌, 악세사리,비스트, 아이돌, 주얼리, 한류, 자비시주얼리,K-Pop",0.070055407,59,17.6
452,20051,장진우식당,"04344 서울 용산구 회나무로13가길 40 (이태원동, 남산탕)",37.5407977,126.991794,070-8160-0872,"공유,레스토랑, 녹사평, 연예인, 경리단길, 장진우식당, 장진우, 이태원,공효진, K-Star, 다이닝바, 이탈리안,한류",0.03127116,28,4.9
453,20052,카나비 스트릿 (CARNABY ST),04789 서울 성동구 왕십리로 136 (성수동1가),37.5386653,127.0467281,02-463-0305,"한류스타단골명소, 윤아,카나비 스트리트, 지창욱,한류,K-Star, 성수동, 뚝섬역,카페, The K2, 소녀시대, 연예인",0.074283248,35,10.1
454,20068,컬처앤네이처,"06062 서울 강남구 도산대로 404 (청담동, 퍼스트빌딩)",37.522897,127.0398344,02-3444-1999,"고준희, 공승연, K-Star, 김남길, 컬처앤네이처, 손태영, 네일, 한선화, 공유,한류,웨딩, 청담, 메이크업,헤어,연예인, 뷰티, K-Beauty, 미용실",0.076484961,61,17.6
456,20070,젠틀몬스터 신사가로수길 플래그십 스토어,06028 서울 강남구 압구정로10길 23 (신사동),37.522042,127.0220525,070-5080-0196,"드라마, 신사역, 조정석, 아이웨어, 쇼핑,젠틀몬스터, 선글라스, 패션,가로수길, 공효진,한류, K-Drama, 질투의 화신",0.063921711,62,19.5
457,20071,신세계면세점 (명동점),"04530 서울 중구 퇴계로 77 (충무로1가, 신세계백화점) 8층 ~ 12층",37.5603074,126.9808307,1661-8778,"신세계면세점,연예인, 뷰티,한류,쇼핑, 면세점, 회현역,신세계백화점, K-Beaut, 명동,명품, 소년24,신세계본점,K-Star",0.009229856,9,1.8
458,20072,펭귄스카페 (S&Penguins cafe),06640 서울 서초구 사임당로 60 (서초동) 2층,37.4887046,127.0164761,02-3472-9993,"아이오아이,한류, 김소혜, 카페,펭귄스카페, I.O.I, 아이돌, K-Pop, 교대역,프로듀스 101",0.088909865,68,19.9
459,20073,설빙 신림2호점,08760 서울 관악구 신림로 353 (신림동) 2층,37.4857317,126.9291752,02-882-9080,"팥빙수,신림, 이종현, 공승연, 씨엔블루,CNBLUE,설빙, K-Pop, 카페,한류, 우리결혼했어요,아이돌",0.09740072,96,25.9
461,20076,삼해소주가,"03051 서울 종로구 창덕궁길 142 (원서동), 101호",37.583241,126.9879962,070-8202-9165,"술,무형문화재,체험,서울가스트로투어,삼해소주공방, 안국역,김택상명인,삼해주,삼해소주가",0.016483909,16,2.7
462,20193,스튜디오콘크리트,04417 서울 용산구 한남대로 162 (한남동),37.5424041,127.0024942,02-794-4095,"유아인,한류,카페,복합문화공간,유아인카페,한남동콘크리트,유아인전시회,한남,스튜디오콘크리트, 예술, 전시",0.035708067,41,6.7
463,20257,카몽(KAMONG),"06631 서울 서초구 서초대로 356 (서초동, 서초지웰타워)",37.4954188,127.0201969,02-522-5949,"카몽 ,카이 , 한류,엑소,EXO,K-pop,한류스타운영명소,교대역 , 카페, 와플",0.08461022,66,19.7
465,20547,국립중앙박물관 어린이박물관,"04383 서울 용산구 서빙고로 137 (용산동6가, 국립중앙박물관)",37.5238506,126.9804702,02-2077-9000,"문화재,박물관,전시,국립중앙박물관-어린이박물관,어린이박물관,관람,이촌역,관광지,국립중앙박물관,유물",0.045541671,34,8
466,20548,국립한글박물관,"04383 서울 용산구 서빙고로 139 (용산동6가, 한글박물관)",37.5211917,126.9809278,02-2124-6200,"관람,관광지,서빙고역,훈민정음,전시,한글놀이터,이촌역,국립한글박물관,한글,한국어,박물관",0.048214703,33,7.7
467,20549,경찰박물관,"03178 서울 종로구 새문안로 41 (신문로2가, 경찰박물관)",37.5689839,126.9696528,02-3150-3681,"유물,박물관,경찰역사,서대문역,경찰체험,전시,광화문역,경찰박물관",0.00944345,9,1.3
468,20550,국립고궁박물관,"03045 서울 종로구 효자로 12 (세종로, 국립고궁박물관)",37.5765793,126.9750965,02-3701-7500,"문화재,서울관광,유물,관광지,경복궁역,국립고궁박물관,박물관,전시",0.008239523,10,1.5
469,20731,아라리오뮤지엄 인 스페이스,03058 서울 종로구 율곡로 83 (원서동),37.5819681,126.9891841,02-736-5700,"아라리오,전시,뮤지엄,아라리오뮤지엄-인-스페이스,안국역,예술,미술관,현대미술",0.016143251,14,2.6
471,20766,시네코아셰프전용관,"03191 서울 종로구 삼일대로 386 (관철동, 시네코아)",37.568878,126.988095,02-766-0815,"공연,요리대결,아카펠라,공연장,시네코아셰프전용관,뮤지컬,관광지,청계천,경복궁,비밥,종로3가역",0.009020199,5,1.1
473,21128,백인제가옥,03055 서울 종로구 북촌로7길 16 (가회동),37.580642,126.9840665,"02-724-0200, 0232","영화암살,문화유산,서울역사박물관,백인제,백인제가옥,안국역,북촌,가회동,한옥,민속문화재",0.012321167,13,2.2
474,21278,롯데월드타워,05551 서울 송파구 올림픽로 300 (신천동),37.5200705,127.0995,02-3213-5000,"쇼핑몰 ,전망대 ,랜드마크 ,서울스카이,잠실역 ,무한도전 ,123층,롯데월드타워 ,롯데월드몰 ,아쿠아리움",0.13011359,64,19.3
475,21287,박물관은 살아있다 인사동점,"03163 서울 종로구 인사동길 12 (인사동, 대일빌딩)",37.5718407,126.9872086,02-2034-0600,"인사동,종각역,서울여행,서울관광,종로3가역,박물관은-살아있다-인사동점,체험",0.008487474,8,1.3
476,21295,다이나믹 메이즈 서울인사동점,"03146 서울 종로구 인사동길 44 (관훈동, 쌈지길)",37.5743092,126.9849234,02-2034-0600,"인사동길,오락,다이나믹-메이즈,해치,서울여행,종로3가역,종각역,체험",0.007644034,8,1.3
477,21299,놀이똥산,"03161 서울 종로구 인사동5길 41 (공평동, 하나빌딩) 지하 1층",37.5720052,126.9842013,02-2034-0606,"오락,체험,놀이똥산,종로3가역,체험,쌈지길,안국역,서울여행,서울관광,인사동",0.005751539,6,1
479,22073,성수동 유니온스타 볼링클럽,"04782 서울 성동구 연무장7길 12 (성수동2가, 세대빌딩)",37.5436294,127.0548318,02-461-0707,"김수현,성수동,유니온스타,지드래곤볼링클럽,빅뱅,한류스타단골명소,볼링클럽",0.07999827,46,13.9
480,22602,성재전통건축자료관,03057 서울 종로구 창덕궁1가길 19 (원서동),37.5802081,126.9879863,02-742-1311,"전시,안국역,전시관,성재전통건축자료관,자료관,전통,목조건축, 문화,건축조영,전통건축물",0.014021792,13,2.3
482,22888,숭례문,04528 서울 중구 세종대로 40 (숭례문(남대문)),37.5599526,126.975302,042-481-4650,"한국문화재,서울관광,국보제1호,서울문화재,숭례문,남대문,남대문,국보1호,문화재,서울여행,회현역,서울투어,국보",0.010151255,11,2
483,22993,정샘물뷰티 정샘물 플롭스,06028 서울 강남구 압구정로12길 40 (신사동),37.5213489,127.0224734,02-6713-5345,"K-beauty,한류스타단골명소,송혜교,전지현,한류메이크업",0.064717987,62,19.5
485,23460,백남준기념관,03105 서울 종로구 종로53길 12-1 (창신동),37.5730106,127.0137485,02-2124-8944,"백남준,백남준기념관,서울명소,서울,서울투어,서울여행,종로관광지,종로명소",0.034850738,16,3.6
486,23466,서울함 공원,"03954 서울 마포구 마포나루길 407 (망원동, 세븐일레븐)",37.5534625,126.8973542,02-332-7500,"함상,한강공원,서울함공원,서울함,망원,서울함,수변문화공원,서울여행,서울,서울투어,한강함상공원,한강,서울새명소",0.083267959,44,10.8
487,23496,서울로7017,04501 서울 중구 만리재로37길 19 (만리동1가),37.5565393,126.9672392,02-313-7017,"서울새관광지,서울투어,서울관광,서울로7017,서울로,서울여행,윤슬,장미빙수,서울화반,만리동,서울야경,여행자카페",0.017466007,16,2.8
488,23518,서울새활용플라자,"04807 서울 성동구 자동차시장길 49 (용답동, 서울새활용플라자)",37.5585626,127.0582435,02-2153-0400,"장한평, 업사이클, 환경, 디자인, 마켓,서울디자인재단,서울새명소,서울여행,새활용, 전시,서울투어,서울관광,서울새활용플라자",0.07988976,29,8.7
489,23532,세마 벙커,07327 서울 영등포구 의사당대로 지하 101 (여의도역),37.5229725,126.92247,02-2124-8941,"SeMA Bunker,비밀벙커,SeMA 벙커,서울여행, 여의도 지하 비밀벙커,여의도여행, 여의도 환승센터,서울,서울투어,벙커",0.073201643,40,8.5
490,23533,서울하수도과학관,04808 서울 성동구 자동차시장길 3 (용답동),37.562301,127.0577799,02-2211-2540,"서울의새명소,서울투어,새명소,서울,서울하수도과학관,과학관,서울여행,새로운관광지,하수도",0.079008588,32,9.8
491,23538,서울바이오허브,"02455 서울 동대문구 회기로 117-3 (회기동, 한국농촌경제연구원)",37.5923191,127.0492396,02-969-3300,"서울의새명소,서울바이오허브,바이오허브,서울투어, 바이오창업,서울바이오,서울여행, 창업지원",0.073809257,36,8.8
492,23543,문화비축기지,03914 서울 마포구 증산로 87 (성산동),37.5625072,126.8928088,02-376-8410,"서울여행,미래기지,도시재생,문화비축기지,문화비축,서울신관광지,서울새명소,마포여행,재생공간,서울투어",0.086552111,48,12.5
493,23559,서울혁신파크,03371 서울 은평구 통일로 684 (녹번동),37.608608,126.933778,02-389-7512~3,"서울여행,서울새명소20,서울혁신파크,혁신파크,사회혁신,서울혁신,불광역,서울투어,공원,서울의새명소",0.059937817,33,7.4
494,23561,세운전자상가,"03194 서울 종로구 청계천로 159 (장사동, 세운상가)",37.5693263,126.995229,02-2271-2344,"종로,서울새명소20,을지로,서울새명소,서울여행,청계천,다시세운상가,서울투어,다시세운,종로여행,세운,세운상가",0.016140763,7,1.7
495,23563,덕수궁돌담길,"04519 서울 중구 세종대로 99 (정동, 덕수궁)",37.5658049,126.9751461,02-751-0734,"서울신관광지,서울의새명소,서울여행,서울투어,덕수궁,서울새명소20,돌담길,덕수궁돌담길",0.005316028,5,1.1
496,23564,양재 R&CD 혁신허브,"06764 서울 서초구 태봉로 114 (우면동, 한국교원단체총연합)",37.465881,127.028356,02-2135-6818,"양재-RCD-혁신허브,선바위역,양재시민의숲역,서울새명소,양재역",0.114619145,81,24.7
497,23571,서울창업허브,"04147 서울 마포구 백범로31길 21 (공덕동, 서울창업허브, 서울복지타운)",37.5468225,126.9500658,02-2115-2040,"서울창업허브,외식창업,서울시,서울새명소,스타트업,네트워킹,서울여행,공덕,강연,예비창업,창업,창업허브",0.036752604,26,5.1
498,23601,경춘선숲길,01863 서울 노원구 공릉로55길 88,37.6320057,127.0679378,02-3783-5977,"기차숲길,경춘선,경춘선숲길,서울여행,서울의새명소,월계역,서울투어,기찻길,서울관광,화랑대역,기찻길여행",0.108707413,62,18.6
499,23602,서울시50플러스 남부캠퍼스,"08350 서울 구로구 오류로 36-25 (오류동, 50플러스 남부캠퍼스)",37.4880021,126.8405502,02-460-5350,"남부캠퍼스,서울의새명소,신중년,50+,서울시50플러스-남부캠퍼스,중장년,서울시50,50플러스,서울시50플러스재단",0.160666586,95,25.4
500,23605,광희문,04612 서울 중구 퇴계로 350 (신당동),37.5643706,127.0104213,02-3369-5882,"4소문,서울투어,동대문역사문화공원,서울여행,광희문,서울관광지,서울4소문",0.031729543,14,3.4
501,23606,혜화문,"03076 서울 종로구 창경궁로 307 (혜화동, 혜화문)",37.586755,127.0003554,02-120,"혜화동,혜화문,4소문,서울투어,서울여행,사소문,혜화",0.027467846,22,4.7
502,23625,장안평자동차산업종합정보센터,04808 서울 성동구 자동차시장1길 70 (장안평중고자동차시장),37.5602543,127.0595299,02-2213-1370,"장안평자동차산업종합정보센터,장안평역,서울새명소,성동구",0.080956598,41,11.7
503,23629,서울시립과학관,"01792 서울 노원구 한글비석로 160 (하계동, 서울시립과학관)",37.6419109,127.0776129,02-970-4500,"과학프로그램,과학전시,서울과학관,서울과학,서울전시,서울새명소,과학,서울과학전시,전시,서울시립과학관,서울여행,과학전시장,서울시립과학관",0.122348234,79,23.6
505,23759,돈의문터,03181 서울 종로구 새문안로 29 (강북삼성병원),37.5683585,126.9674846,02-120,"사소문,서대문역,서대문,서울여행,문화재,돈의문,사적지,서울문화,유적지,서울문화재,돈의문터",0.011647816,10,1.4
506,23760,숙정문,"02822 서울 성북구 대사관로 1 (성북동, 홍련사(조계종))",37.5961577,126.9848861,02-747-2152,"북악산,성곽길,한양도성,한양도성길,문화재,한양도성여행,삼청터널,서울성곽길,삼청동,유적지,숙정문,북악스카이,서울성곽,사대문,서울문화재",0.027406673,37,4.8
507,23761,돈의문 박물관마을,"03178 서울 종로구 송월길 14-3 (신문로2가, 국도빌딩)",37.5687865,126.9685111,-7653,"잘생긴서울,돈의문마을,서대문,도시건축비엔날레,도시건축,서울의새명소20,돈의문박물관,서대문역,돈의문박물관마을,돈의문",0.010593354,11,1.4
614,27232,삼청로 관광 안내소,03053 서울 종로구 삼청로 68 (안송빌딩),37.5815256,126.9813135,-10115,"삼청동,여행,삼청로-안내소,관광안내소,여행,안내소",0.012356315,11,1.8
615,27296,망우리공원,02178 서울중랑구망우로 570 (망우묘지관리사무소),37.595408,127.112249,NA,"망우산-사색의-길,중랑구,휴식,망우,자연,둘레길",0.135682282,76,19.2
616,27303,카카오프렌즈 강남 플래그십 스토어,06612 서울 서초구 강남대로 429 (동일빌딩) 유창빌딩 1~3층,37.5007381,127.0257723,-7514,"네오,콘,라이언,튜브,무지,프로도,카카오프렌즈 강남 플래그십 스토어,제이지,어피치,카카오톡,강남",0.083005494,67,20.1
617,27304,카카오프렌즈 홍대 플래그십 스토어,"04050 서울 마포구 양화로 162 (동교동, 좋은사람들 빌딩) 좋은사람들빌딩 1~3층",37.5549797,126.922095,-6034,"네오,라이언,무지,콘,홍대,어피치,제이지,카카오톡,튜브,카카오프렌즈-홍대-플래그십-스토어,프로도",0.058782263,33,6.8
618,27380,이음피움 봉제역사관,"03097 서울 종로구 창신4가길 26 (창신동, 이음피움 봉제역사관)",37.5747524,127.0103002,-7138,"도시재생,서울,봉제산업,서울여행,서울투어,이음피움-봉제역사관,잘생겼다20",0.031672369,17,3.6
619,27397,서울식물원,"07789 서울 강서구 마곡동로 161 (마곡동, 서울식물원)",37.5692443,126.8353781,-40,"습지원,마곡,주제원,호수원,서울식물원,보타닉파크,열린숲",0.143710256,70,18.3
621,27471,삼보원 종로,03144 서울 종로구 우정국로 53 (견지동),37.5737167,126.9826097,02-765-3475,"불교,오래가게,불교용품점,삼보원,부처님,종로,오래된가게",0.005593099,7,1.2
622,27472,돌 레코드,04571 서울 중구 마장로9길 49-29 (황학동),37.569863,127.0179342,02-2235-7130,"음반가게,음반,LP판,오래가게,돌-레코드,레코드점,추억,오래된가게,CD",0.038849012,13,3.7
624,27475,서울음악사,"04533 서울 중구 을지로 지하 12 (을지로1가, 시청광장지하쇼핑센터)",37.5667606,126.9791443,02-776-4756,"서울시청,음반가게,오래된가게,오래가게,서울음악사",0.002611301,3,0.659
625,27649,성수동 수제화 거리,04793 서울 성동구 성수동2가,37.5394428,127.0542534,NA,"신발,성수동,수제화,유노윤호,동방신기,쇼핑,성수역,tvxq,희망플랫폼,수제화거리",0.08090431,48,14.6
626,27688,서래섬,"06500 서울 서초구 신반포로11길 40 (반포동, 한강공원 반포 안내센터)",37.5097812,126.994744,-4241,"세빛섬,낙조명소,반포,인공섬,한강,서래섬,동작대교,반포대교,도심야경",0.061612344,46,11.9
627,27689,아차산,04948 서울 광진구 영화사로 135 (아차산등산로 입구),37.5537434,127.1003595,-40,"아차산성,낙조명소,아차산,해맞이광장.,일몰,둘레길",0.122274017,80,16.7
628,27690,수국사,03424 서울 은평구 서오릉로23길 8-5 (수국사),37.615944,126.905059,-40,"산책,둘레길,서울,능선,봉산봉수대,고양시,낙조명소,산책길",0.087460583,72,18.4
629,27691,노을공원,"03900 서울 마포구 하늘공원로 84 (상암동, 한국지역난방공사)",37.5725883,126.8822013,-40,"야경.낙조명소,공원,월드컵공원,하늘공원,피크닉,산책,노을공원,캠핑",0.096940393,63,15
630,27812,가원공방,03138 서울 종로구 돈화문로6나길 45 (봉익동),37.5723003,126.992274,02-814-0250,"가원공방,오래가게,옥,오래된가게,무형문화재,옥공예",0.013507099,9,1.8
631,27813,생각하는박물관 소선재,03057 서울 종로구 계동6길 8-3,37.5827482,126.9872681,02-723-7814,박물관,0.015679623,15,2.7
633,27997,그날 그 한복,03062 서울 종로구 율곡로1길 36 (사간동),37.5779554,126.9811738,-3003,"경복궁,경복궁한복,한복사진,한복대여,한복,경복궁사진,경복궁한복대여,한복체험,그날그한복",0.008833803,9,1.4
634,28029,사운즈 한남,04401 서울 용산구 대사관로 35 (한남동),37.5339662,127.0020024,-7874,"복합공간,오피스,한남,주거,의식주정,사운즈-한남,사운즈,리테일",0.04217318,32,6.9
635,28030,라뜰리에 미술관,"04563 서울 중구 장충단로13길 20 (을지로6가, 현대시티타워) 11층 (Gate 4 이용)",37.5686986,127.0076666,-8769,"뮤지컬,복합문화공간,미디어아트,인상주의,라뜰리에,프랑스,테마파크,문화,명화",0.028586216,11,3.3
636,28035,우리유황온천,"05102 서울 광진구 자양로5길 33 (자양동, 와이엠프라젠스파)",37.5309022,127.0840991,-3361,"온천,구의,유황온천,우리유황온천,온천명소,광진구,족욕,유황",0.111835324,58,17.7
637,28036,봉일스파랜드,"08749 서울 관악구 은천로 28 (봉천동, 봉일프라자) 3층",37.4858837,126.9384116,-5694,"서남부, 휴식,봉일스파랜드, 찜질방, 보행탕, 온천, 온천명소",0.092869657,99,26.5
638,28037,비스타워커힐서울,"04963 서울 광진구 워커힐로 177 (광장동, 워커힐호텔)",37.5552126,127.1108905,-2607,"온천,사우나,스카이야드,풋스파,온천명소,웰니스클럽,비스타워커힐서울",0.13256051,74,20.9
640,28051,호미화방,"04039 서울 마포구 홍익로3길 20 (서교동, 서교오피스텔)",37.5534532,126.9216835,02-336-8181,"호미화방,화방,오래된가게,홍대,미대생,오래가게,그림",0.059570941,33,6.9
641,28052,글벗서점,"04056 서울 마포구 신촌로 48 (동교동) 지층, 1층, 2층",37.5576862,126.923487,02-333-1382,"홍대입구,오래가게,책,헌책방,글벗서점,서점,오래된가게,외국책",0.056815897,66,19.3
643,28239,롯데월드타워,"05551 서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰) 7층",37.5129907,127.1027322,-9394,"빌딩, 롯데타워, 롯데월드타워",0.135891818,64,19.3
644,28251,대림중앙시장,07419 서울 영등포구 도림천로11길 26-1 (대림동),37.4920108,126.8982798,-8866,"동네시장, 전통시장,대림중앙시장, 먹거리,차이나타운,대림동",0.111868944,84,21.9
645,28252,남성사계시장,06997 서울 동작구 동작대로29나길 10,37.4883973,126.9806437,-3458,"남녀노소,총신대입구역, 동네시장,남성사계시장, 먹거리, 전통시장, 사계절",0.080988937,53,12.7
646,28253,영천시장,03734 서울 서대문구 성산로 704 (서대문경찰서교통안내센터),37.5715736,126.9601149,-2210,영천시장,0.019100786,14,2.5
647,28254,연서시장,"03345 서울 은평구 통일로 850 (불광동, 연서시장)",37.6193051,126.9218902,-3119,"전통시장, 먹거리, 은평구, 먹자골목,동네시장,연서시장,연신내역",0.075927643,40,9.1
648,28255,금남시장,04730 서울 성동구 장터5길 2-15 (금호동3가),37.5484926,127.0216754,-7474,"금호동,금남시장, 왕족발, 동네시장, 떡집,전통시장",0.04742975,28,6
649,28256,인사1길 컬쳐스페이스,03164 서울 종로구 인사동길 7,37.5714435,126.9867046,-8543,"공예,인사1길-컬쳐스페이스, 인사동,재생공간,현대, 전시회, 개성, 전통, 디자인",0.007893164,7,1.2
650,28278,청계천 판잣집 체험관,"04704 서울 성동구 청계천로 530 (마장동, 청계천박물관) 청계천 박물관 앞",37.5712861,127.0350222,-9344,"체험, 청계천박물관, 구멍가게,청계천-판잣집-체험관, 프로그램, 학창시절, 추억의 교실,만홧가게",0.055966665,21,6.5
651,28280,사직공원,"03027 서울 종로구 사직로9길 5 (사직동, 사직근린공원)",37.5760163,126.9679914,-4902,"사직공원, 여유, 사직단, 경복궁역, 휴게공간,놀이터",0.012934342,15,2.2
652,28327,연희사진관,03766 서울 서대문구 신촌로 175 (대현동),37.5569436,126.9454,02-363-2039,"서대문구, 오래가게,사진관,이대역, 오래된가게,연희사진관",0.03590751,23,4.2
654,28329,독수리다방,"03776 서울 서대문구 연세로 36 (창천동, 독수리빌딩) 8층",37.5587229,126.9372291,02-363-1222,"음악다방,독수리다방, 신촌,연세대, 오래된가게, 오래가게, 문학, 야경",0.043192373,26,5.3
655,28330,최루탄해장라면 훼드라,03789 서울 서대문구 연세로5길 32 (창천동),37.5563281,126.9353504,02-323-3201,"민주항쟁, 신촌역, 오래가게,라면,훼드라, 아지트,오래된가게, 신촌역",0.045641308,26,5.4
657,28332,홍익문고,"03779 서울 서대문구 연세로 2 (창천동, 홍익문고)",37.5557298,126.9370572,02-392-2020,"신촌역,서점, 책방, 달려라피아노, 오래된가게, 신촌,홍익문고,오래가게",0.044189409,25,5.1
658,28333,복지탁구장,03779 서울 서대문구 연세로 8 (창천동) 4층,37.5561629,126.9371104,02-392-1858,"복지탁구장, 오래가게,탁구,운동시설, 오래된가게, 신촌역, 차없는거리",0.044006885,25,5.1
659,28334,CGV 명동역 씨네 라이브러리점,"04536 서울 중구 퇴계로 123 (충무로2가, 하이헤리엇) 10, 11F",37.5612169,126.9853536,544-1122,"문화공간,CGV-씨네-라이브러리, 명동, 휴식,도서관, 책, 도서, 영화관",0.010283396,9,2
660,28335,공덕시장,"04214 서울 마포구 만리재로 19 (공덕동, 공덕시장)",37.5450726,126.9533388,-708,"전집,재래시장, 맛집,고깃집,공덕시장, 족발 공덕역",0.035404287,23,4.7
661,28338,이화여자대학교,"03760 서울서대문구이화여대길 52 (대현동, 이화여자대학교)",37.559986,126.945501,NA,ECCEwha-Campus-Complex,0.034873924,29,4.1
662,28339,봉원사,03721 서울서대문구봉원사길 75-66,37.573734,126.947832,02-392-3007 ext. 8,"한글학회, 신라, 마당, 조선,봉원사, 축제, 절, 연꽃",0.0315593,32,4.2
663,28340,연세대학교 서울캠퍼스,"03722 서울 서대문구 연세로 50 (신촌동, 연세대학교)",37.565784,126.938572,02-2123-2114,"언더우드,연세대학교, 신촌,연세대 캠퍼스, 대학교, 캠퍼스",0.040674799,27,4.9
664,28350,스타벅스 이대R점,"03767 서울 서대문구 이화여대길 34 (대현동, 신흥빌딩)",37.5583821,126.9459524,-8679,"이대역, 스타벅스,이대, 최초,카페,스타벅스 1호점",0.034910606,22,4.3
665,28351,피터팬1978본점,03721 서울 서대문구 봉원사길 75-66,37.5712845,126.9461068,02-337-4775,"베이커리,피터팬1978, 단팥빵, 연희동, 브런치, 빵집, 수제빵",0.033036944,33,6.9
667,28457,더리버 마리나,06500 서울 서초구 신반포로11길 39 (한강반포지구 내 유선장) The River,37.5097812,126.994744,-2431,"휴양지, 프리미엄,한강,요트,더리버 마리나",0.061612344,47,12.2
668,28503,아크앤북 시청점,"04523 서울 중구 을지로 29 (을지로1가, 부영 을지빌딩) B1F",37.5659887,126.9807672,-13538,아크앤북,0.003776333,4,0.954
669,28656,서울로7017,04633 서울 중구 퇴계로8길 49-4,37.557122,126.9799515,-9172,"오래가게, 김구, 간이운동장, 광장,동상,백범광장공원, 남산, 휴식, 독립운동가",0.012279677,16,2.8
670,28658,소월길어린이공원,서울특별시용산구이태원동 463,37.544878,126.989606,NA,소월길,0.026656027,27,4.7
671,28659,해방촌시흥시장,04339 서울 용산구 용산동2가 1-457,37.545465,126.984966,NA,"레스토랑,핫플레이스, 이태원, 오래가게,해방촌 골목,해방촌, 골목길, 오래된가게, 카페,용산구",0.024618256,25,4
672,28700,SKY31 푸드애비뉴,"05551 서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰) 31층",37.5129907,127.1027322,-13125,SKY31-푸드애비뉴,0.135891818,64,19.3
673,28748,한식문화관,"04521 서울 중구 청계천로 40 (다동, 한국관광공사) 서울센터 4층",37.5684628,126.9816005,NA,한식문화관,0.002671427,2,0.447
674,28776,어린이대공원,서울특별시광진구능동능동로 216,37.55258,127.081009,-4876,"에티켓, 서울시, 월드컵경기장,어린이대공원 반려견 놀이터,놀이터, 어린이대공원, 반려견, 어린이대공원,보라매공원",0.103294612,47,13.4
